bit,information_gain,shapley,p_value_strength,dataset,trees,budget,selector
x4_b4,0.0,-1377701695.59375,137438953472.0,bupa,5,20000,random_node
x4_b5,0.0,-2177189493.953125,137438953472.0,bupa,5,20000,random_node
x4_b6,0.0,-2447132111.0,137438953472.0,bupa,5,20000,random_node
x5_b0,0.0,-4898332075.890625,137438953472.0,bupa,5,20000,random_node
x5_b1,0.0,-2994018348.5,137438953472.0,bupa,5,20000,random_node
x5_b2,0.0,-2253106807.25,137438953472.0,bupa,5,20000,random_node
x5_b3,0.0,-2081452746.40625,137438953472.0,bupa,5,20000,random_node
x5_b4,0.0,-430825012.203125,137438953472.0,bupa,5,20000,random_node
x0_b0,0.0,-1024180523.890625,68719476736.0,ecoli,10,20000,info_gain
x0_b1,0.0,-2711341824.46875,68719476736.0,ecoli,10,20000,info_gain
x0_b2,0.0,-1167434582.921875,68719476736.0,ecoli,10,20000,info_gain
x0_b3,0.0,-3601905914.546875,68719476736.0,ecoli,10,20000,info_gain
x0_b4,0.0,-1531336495.484375,68719476736.0,ecoli,10,20000,info_gain
x0_b5,0.0,-1955210989.40625,68719476736.0,ecoli,10,20000,info_gain
x0_b6,0.0,-2191396290.78125,68719476736.0,ecoli,10,20000,info_gain
x1_b0,0.0,-1895754073.125,68719476736.0,ecoli,10,20000,info_gain
x1_b1,0.0,-2255178358.3125,68719476736.0,ecoli,10,20000,info_gain
x1_b2,0.0,-1288087119.546875,68719476736.0,ecoli,10,20000,info_gain
x1_b3,0.0,-1863128023.640625,68719476736.0,ecoli,10,20000,info_gain
x1_b4,0.0,-1118484252.078125,68719476736.0,ecoli,10,20000,info_gain
x1_b5,0.0,-384157255.796875,68719476736.0,ecoli,10,20000,info_gain
x1_b6,0.0,-1237946947.546875,68719476736.0,ecoli,10,20000,info_gain
x2_b0,0.0,-1123552704.265625,68719476736.0,ecoli,10,20000,info_gain
x4_b0,0.0,-2849882536.609375,68719476736.0,ecoli,10,20000,info_gain
x4_b1,0.0,-2851718310.140625,68719476736.0,ecoli,10,20000,info_gain
x4_b2,0.0,-2884639485.484375,68719476736.0,ecoli,10,20000,info_gain
x4_b3,0.0,-3154550654.8125,68719476736.0,ecoli,10,20000,info_gain
x4_b4,0.0,-1222405801.3125,68719476736.0,ecoli,10,20000,info_gain
x4_b5,0.0,-1737890112.8125,68719476736.0,ecoli,10,20000,info_gain
x4_b6,0.0,-1988775892.828125,68719476736.0,ecoli,10,20000,info_gain
x5_b0,0.0,-1832853057.96875,68719476736.0,ecoli,10,20000,info_gain
x5_b1,0.0,-2490463512.78125,68719476736.0,ecoli,10,20000,info_gain
x5_b2,0.0,-4062853233.875,68719476736.0,ecoli,10,20000,info_gain
x5_b3,0.0,-2528659144.578125,68719476736.0,ecoli,10,20000,info_gain
x5_b4,0.0,-1212806195.796875,68719476736.0,ecoli,10,20000,info_gain
x5_b5,0.0,-1484729442.671875,68719476736.0,ecoli,10,20000,info_gain
x5_b6,0.0,-2731091955.71875,68719476736.0,ecoli,10,20000,info_gain
x6_b0,0.0,-1606187907.875,68719476736.0,ecoli,10,20000,info_gain
x6_b1,0.0,-1143461222.84375,68719476736.0,ecoli,10,20000,info_gain
x6_b2,0.0,-2190877035.21875,68719476736.0,ecoli,10,20000,info_gain
x6_b3,0.0,-933433537.953125,68719476736.0,ecoli,10,20000,info_gain
x6_b4,0.0,-1651641563.6875,68719476736.0,ecoli,10,20000,info_gain
x6_b5,0.0,-1727017564.3125,68719476736.0,ecoli,10,20000,info_gain
x6_b6,0.0,-1084443209.90625,68719476736.0,ecoli,10,20000,info_gain
x0_b0,0.0,-1024180523.890625,68719476736.0,ecoli,10,20000,modal
x0_b1,0.0,-2711341824.46875,68719476736.0,ecoli,10,20000,modal
x0_b2,0.0,-1167434582.921875,68719476736.0,ecoli,10,20000,modal
x0_b3,0.0,-3601905914.546875,68719476736.0,ecoli,10,20000,modal
x0_b4,0.0,-1531336495.484375,68719476736.0,ecoli,10,20000,modal
x0_b5,0.0,-1955210989.40625,68719476736.0,ecoli,10,20000,modal
x0_b6,0.0,-2191396290.78125,68719476736.0,ecoli,10,20000,modal
x1_b0,0.0,-1895754073.125,68719476736.0,ecoli,10,20000,modal
x1_b1,0.0,-2255178358.3125,68719476736.0,ecoli,10,20000,modal
x1_b2,0.0,-1288087119.546875,68719476736.0,ecoli,10,20000,modal
x1_b3,0.0,-1863128023.640625,68719476736.0,ecoli,10,20000,modal
x1_b4,0.0,-1118484252.078125,68719476736.0,ecoli,10,20000,modal
x1_b5,0.0,-384157255.796875,68719476736.0,ecoli,10,20000,modal
x1_b6,0.0,-1237946947.546875,68719476736.0,ecoli,10,20000,modal
x2_b0,0.0,-1123552704.265625,68719476736.0,ecoli,10,20000,modal
x4_b0,0.0,-2849882536.609375,68719476736.0,ecoli,10,20000,modal
x4_b1,0.0,-2851718310.140625,68719476736.0,ecoli,10,20000,modal
x4_b2,0.0,-2884639485.484375,68719476736.0,ecoli,10,20000,modal
x4_b3,0.0,-3154550654.8125,68719476736.0,ecoli,10,20000,modal
x4_b4,0.0,-1222405801.3125,68719476736.0,ecoli,10,20000,modal
x4_b5,0.0,-1737890112.8125,68719476736.0,ecoli,10,20000,modal
x4_b6,0.0,-1988775892.828125,68719476736.0,ecoli,10,20000,modal
x5_b0,0.0,-1832853057.96875,68719476736.0,ecoli,10,20000,modal
x5_b1,0.0,-2490463512.78125,68719476736.0,ecoli,10,20000,modal
x5_b2,0.0,-4062853233.875,68719476736.0,ecoli,10,20000,modal
x5_b3,0.0,-2528659144.578125,68719476736.0,ecoli,10,20000,modal
x5_b4,0.0,-1212806195.796875,68719476736.0,ecoli,10,20000,modal
x5_b5,0.0,-1484729442.671875,68719476736.0,ecoli,10,20000,modal
x5_b6,0.0,-2731091955.71875,68719476736.0,ecoli,10,20000,modal
x6_b0,0.0,-1606187907.875,68719476736.0,ecoli,10,20000,modal
x6_b1,0.0,-1143461222.84375,68719476736.0,ecoli,10,20000,modal
x6_b2,0.0,-2190877035.21875,68719476736.0,ecoli,10,20000,modal
x6_b3,0.0,-933433537.953125,68719476736.0,ecoli,10,20000,modal
x6_b4,0.0,-1651641563.6875,68719476736.0,ecoli,10,20000,modal
x6_b5,0.0,-1727017564.3125,68719476736.0,ecoli,10,20000,modal
x6_b6,0.0,-1084443209.90625,68719476736.0,ecoli,10,20000,modal
x0_b0,0.0,-1024180523.890625,68719476736.0,ecoli,10,20000,p_value
x0_b1,0.0,-2711341824.46875,68719476736.0,ecoli,10,20000,p_value
x0_b2,0.0,-1167434582.921875,68719476736.0,ecoli,10,20000,p_value
x0_b3,0.0,-3601905914.546875,68719476736.0,ecoli,10,20000,p_value
x0_b4,0.0,-1531336495.484375,68719476736.0,ecoli,10,20000,p_value
x0_b5,0.0,-1955210989.40625,68719476736.0,ecoli,10,20000,p_value
x0_b6,0.0,-2191396290.78125,68719476736.0,ecoli,10,20000,p_value
x1_b0,0.0,-1895754073.125,68719476736.0,ecoli,10,20000,p_value
x1_b1,0.0,-2255178358.3125,68719476736.0,ecoli,10,20000,p_value
x1_b2,0.0,-1288087119.546875,68719476736.0,ecoli,10,20000,p_value
x1_b3,0.0,-1863128023.640625,68719476736.0,ecoli,10,20000,p_value
x1_b4,0.0,-1118484252.078125,68719476736.0,ecoli,10,20000,p_value
x1_b5,0.0,-384157255.796875,68719476736.0,ecoli,10,20000,p_value
x1_b6,0.0,-1237946947.546875,68719476736.0,ecoli,10,20000,p_value
x2_b0,0.0,-1123552704.265625,68719476736.0,ecoli,10,20000,p_value
x4_b0,0.0,-2849882536.609375,68719476736.0,ecoli,10,20000,p_value
x4_b1,0.0,-2851718310.140625,68719476736.0,ecoli,10,20000,p_value
x4_b2,0.0,-2884639485.484375,68719476736.0,ecoli,10,20000,p_value
x4_b3,0.0,-3154550654.8125,68719476736.0,ecoli,10,20000,p_value
x4_b4,0.0,-1222405801.3125,68719476736.0,ecoli,10,20000,p_value
x4_b5,0.0,-1737890112.8125,68719476736.0,ecoli,10,20000,p_value
x4_b6,0.0,-1988775892.828125,68719476736.0,ecoli,10,20000,p_value
x5_b0,0.0,-1832853057.96875,68719476736.0,ecoli,10,20000,p_value
x5_b1,0.0,-2490463512.78125,68719476736.0,ecoli,10,20000,p_value
x5_b2,0.0,-4062853233.875,68719476736.0,ecoli,10,20000,p_value
x5_b3,0.0,-2528659144.578125,68719476736.0,ecoli,10,20000,p_value
x5_b4,0.0,-1212806195.796875,68719476736.0,ecoli,10,20000,p_value
x5_b5,0.0,-1484729442.671875,68719476736.0,ecoli,10,20000,p_value
x5_b6,0.0,-2731091955.71875,68719476736.0,ecoli,10,20000,p_value
x6_b0,0.0,-1606187907.875,68719476736.0,ecoli,10,20000,p_value
x6_b1,0.0,-1143461222.84375,68719476736.0,ecoli,10,20000,p_value
x6_b2,0.0,-2190877035.21875,68719476736.0,ecoli,10,20000,p_value
x6_b3,0.0,-933433537.953125,68719476736.0,ecoli,10,20000,p_value
x6_b4,0.0,-1651641563.6875,68719476736.0,ecoli,10,20000,p_value
x6_b5,0.0,-1727017564.3125,68719476736.0,ecoli,10,20000,p_value
x6_b6,0.0,-1084443209.90625,68719476736.0,ecoli,10,20000,p_value
x0_b0,0.0,-1024180523.890625,68719476736.0,ecoli,5,20000,info_gain
x0_b1,0.0,-2711341824.46875,68719476736.0,ecoli,5,20000,info_gain
x0_b2,0.0,-1167434582.921875,68719476736.0,ecoli,5,20000,info_gain
x0_b3,0.0,-3601905914.546875,68719476736.0,ecoli,5,20000,info_gain
x0_b4,0.0,-1531336495.484375,68719476736.0,ecoli,5,20000,info_gain
x0_b5,0.0,-1955210989.40625,68719476736.0,ecoli,5,20000,info_gain
x0_b6,0.0,-2191396290.78125,68719476736.0,ecoli,5,20000,info_gain
x1_b0,0.0,-1895754073.125,68719476736.0,ecoli,5,20000,info_gain
x1_b1,0.0,-2255178358.3125,68719476736.0,ecoli,5,20000,info_gain
x1_b2,0.0,-1288087119.546875,68719476736.0,ecoli,5,20000,info_gain
x1_b3,0.0,-1863128023.640625,68719476736.0,ecoli,5,20000,info_gain
x1_b4,0.0,-1118484252.078125,68719476736.0,ecoli,5,20000,info_gain
x1_b5,0.0,-384157255.796875,68719476736.0,ecoli,5,20000,info_gain
x1_b6,0.0,-1237946947.546875,68719476736.0,ecoli,5,20000,info_gain
x2_b0,0.0,-1123552704.265625,68719476736.0,ecoli,5,20000,info_gain
x4_b0,0.0,-2849882536.609375,68719476736.0,ecoli,5,20000,info_gain
x4_b1,0.0,-2851718310.140625,68719476736.0,ecoli,5,20000,info_gain
x4_b2,0.0,-2884639485.484375,68719476736.0,ecoli,5,20000,info_gain
x4_b3,0.0,-3154550654.8125,68719476736.0,ecoli,5,20000,info_gain
x4_b4,0.0,-1222405801.3125,68719476736.0,ecoli,5,20000,info_gain
x4_b5,0.0,-1737890112.8125,68719476736.0,ecoli,5,20000,info_gain
x4_b6,0.0,-1988775892.828125,68719476736.0,ecoli,5,20000,info_gain
x5_b0,0.0,-1832853057.96875,68719476736.0,ecoli,5,20000,info_gain
x5_b1,0.0,-2490463512.78125,68719476736.0,ecoli,5,20000,info_gain
x5_b2,0.0,-4062853233.875,68719476736.0,ecoli,5,20000,info_gain
x5_b3,0.0,-2528659144.578125,68719476736.0,ecoli,5,20000,info_gain
x5_b4,0.0,-1212806195.796875,68719476736.0,ecoli,5,20000,info_gain
x5_b5,0.0,-1484729442.671875,68719476736.0,ecoli,5,20000,info_gain
x5_b6,0.0,-2731091955.71875,68719476736.0,ecoli,5,20000,info_gain
x6_b0,0.0,-1606187907.875,68719476736.0,ecoli,5,20000,info_gain
x6_b1,0.0,-1143461222.84375,68719476736.0,ecoli,5,20000,info_gain
x6_b2,0.0,-2190877035.21875,68719476736.0,ecoli,5,20000,info_gain
x6_b3,0.0,-933433537.953125,68719476736.0,ecoli,5,20000,info_gain
x6_b4,0.0,-1651641563.6875,68719476736.0,ecoli,5,20000,info_gain
x6_b5,0.0,-1727017564.3125,68719476736.0,ecoli,5,20000,info_gain
x6_b6,0.0,-1084443209.90625,68719476736.0,ecoli,5,20000,info_gain
x0_b0,0.0,-1024180523.890625,68719476736.0,ecoli,5,20000,modal
x0_b1,0.0,-2711341824.46875,68719476736.0,ecoli,5,20000,modal
x0_b2,0.0,-1167434582.921875,68719476736.0,ecoli,5,20000,modal
x0_b3,0.0,-3601905914.546875,68719476736.0,ecoli,5,20000,modal
x0_b4,0.0,-1531336495.484375,68719476736.0,ecoli,5,20000,modal
x0_b5,0.0,-1955210989.40625,68719476736.0,ecoli,5,20000,modal
x0_b6,0.0,-2191396290.78125,68719476736.0,ecoli,5,20000,modal
x1_b0,0.0,-1895754073.125,68719476736.0,ecoli,5,20000,modal
x1_b1,0.0,-2255178358.3125,68719476736.0,ecoli,5,20000,modal
x1_b2,0.0,-1288087119.546875,68719476736.0,ecoli,5,20000,modal
x1_b3,0.0,-1863128023.640625,68719476736.0,ecoli,5,20000,modal
x1_b4,0.0,-1118484252.078125,68719476736.0,ecoli,5,20000,modal
x1_b5,0.0,-384157255.796875,68719476736.0,ecoli,5,20000,modal
x1_b6,0.0,-1237946947.546875,68719476736.0,ecoli,5,20000,modal
x2_b0,0.0,-1123552704.265625,68719476736.0,ecoli,5,20000,modal
x4_b0,0.0,-2849882536.609375,68719476736.0,ecoli,5,20000,modal
x4_b1,0.0,-2851718310.140625,68719476736.0,ecoli,5,20000,modal
x4_b2,0.0,-2884639485.484375,68719476736.0,ecoli,5,20000,modal
x4_b3,0.0,-3154550654.8125,68719476736.0,ecoli,5,20000,modal
x4_b4,0.0,-1222405801.3125,68719476736.0,ecoli,5,20000,modal
x4_b5,0.0,-1737890112.8125,68719476736.0,ecoli,5,20000,modal
x4_b6,0.0,-1988775892.828125,68719476736.0,ecoli,5,20000,modal
x5_b0,0.0,-1832853057.96875,68719476736.0,ecoli,5,20000,modal
x5_b1,0.0,-2490463512.78125,68719476736.0,ecoli,5,20000,modal
x5_b2,0.0,-4062853233.875,68719476736.0,ecoli,5,20000,modal
x5_b3,0.0,-2528659144.578125,68719476736.0,ecoli,5,20000,modal
x5_b4,0.0,-1212806195.796875,68719476736.0,ecoli,5,20000,modal
x5_b5,0.0,-1484729442.671875,68719476736.0,ecoli,5,20000,modal
x5_b6,0.0,-2731091955.71875,68719476736.0,ecoli,5,20000,modal
x6_b0,0.0,-1606187907.875,68719476736.0,ecoli,5,20000,modal
x6_b1,0.0,-1143461222.84375,68719476736.0,ecoli,5,20000,modal
x6_b2,0.0,-2190877035.21875,68719476736.0,ecoli,5,20000,modal
x6_b3,0.0,-933433537.953125,68719476736.0,ecoli,5,20000,modal
x6_b4,0.0,-1651641563.6875,68719476736.0,ecoli,5,20000,modal
x6_b5,0.0,-1727017564.3125,68719476736.0,ecoli,5,20000,modal
x6_b6,0.0,-1084443209.90625,68719476736.0,ecoli,5,20000,modal
x0_b0,0.0,-1024180523.890625,68719476736.0,ecoli,5,20000,p_value
x0_b1,0.0,-2711341824.46875,68719476736.0,ecoli,5,20000,p_value
x0_b2,0.0,-1167434582.921875,68719476736.0,ecoli,5,20000,p_value
x0_b3,0.0,-3601905914.546875,68719476736.0,ecoli,5,20000,p_value
x0_b4,0.0,-1531336495.484375,68719476736.0,ecoli,5,20000,p_value
x0_b5,0.0,-1955210989.40625,68719476736.0,ecoli,5,20000,p_value
x0_b6,0.0,-2191396290.78125,68719476736.0,ecoli,5,20000,p_value
x1_b0,0.0,-1895754073.125,68719476736.0,ecoli,5,20000,p_value
x1_b1,0.0,-2255178358.3125,68719476736.0,ecoli,5,20000,p_value
x1_b2,0.0,-1288087119.546875,68719476736.0,ecoli,5,20000,p_value
x1_b3,0.0,-1863128023.640625,68719476736.0,ecoli,5,20000,p_value
x1_b4,0.0,-1118484252.078125,68719476736.0,ecoli,5,20000,p_value
x1_b5,0.0,-384157255.796875,68719476736.0,ecoli,5,20000,p_value
x1_b6,0.0,-1237946947.546875,68719476736.0,ecoli,5,20000,p_value
x2_b0,0.0,-1123552704.265625,68719476736.0,ecoli,5,20000,p_value
x4_b0,0.0,-2849882536.609375,68719476736.0,ecoli,5,20000,p_value
x4_b1,0.0,-2851718310.140625,68719476736.0,ecoli,5,20000,p_value
x4_b2,0.0,-2884639485.484375,68719476736.0,ecoli,5,20000,p_value
x4_b3,0.0,-3154550654.8125,68719476736.0,ecoli,5,20000,p_value
x4_b4,0.0,-1222405801.3125,68719476736.0,ecoli,5,20000,p_value
x4_b5,0.0,-1737890112.8125,68719476736.0,ecoli,5,20000,p_value
x4_b6,0.0,-1988775892.828125,68719476736.0,ecoli,5,20000,p_value
x5_b0,0.0,-1832853057.96875,68719476736.0,ecoli,5,20000,p_value
x5_b1,0.0,-2490463512.78125,68719476736.0,ecoli,5,20000,p_value
x5_b2,0.0,-4062853233.875,68719476736.0,ecoli,5,20000,p_value
x5_b3,0.0,-2528659144.578125,68719476736.0,ecoli,5,20000,p_value
x5_b4,0.0,-1212806195.796875,68719476736.0,ecoli,5,20000,p_value
x5_b5,0.0,-1484729442.671875,68719476736.0,ecoli,5,20000,p_value
x5_b6,0.0,-2731091955.71875,68719476736.0,ecoli,5,20000,p_value
x6_b0,0.0,-1606187907.875,68719476736.0,ecoli,5,20000,p_value
x6_b1,0.0,-1143461222.84375,68719476736.0,ecoli,5,20000,p_value
x6_b2,0.0,-2190877035.21875,68719476736.0,ecoli,5,20000,p_value
x6_b3,0.0,-933433537.953125,68719476736.0,ecoli,5,20000,p_value
x6_b4,0.0,-1651641563.6875,68719476736.0,ecoli,5,20000,p_value
x6_b5,0.0,-1727017564.3125,68719476736.0,ecoli,5,20000,p_value
x6_b6,0.0,-1084443209.90625,68719476736.0,ecoli,5,20000,p_value
x0_b0,0.0,-1024180523.890625,68719476736.0,ecoli,5,20000,random_node
x0_b1,0.0,-2711341824.46875,68719476736.0,ecoli,5,20000,random_node
x0_b2,0.0,-1167434582.921875,68719476736.0,ecoli,5,20000,random_node
x0_b3,0.0,-3601905914.546875,68719476736.0,ecoli,5,20000,random_node
x0_b4,0.0,-1531336495.484375,68719476736.0,ecoli,5,20000,random_node
x0_b5,0.0,-1955210989.40625,68719476736.0,ecoli,5,20000,random_node
x0_b6,0.0,-2191396290.78125,68719476736.0,ecoli,5,20000,random_node
x1_b0,0.0,-1895754073.125,68719476736.0,ecoli,5,20000,random_node
x1_b1,0.0,-2255178358.3125,68719476736.0,ecoli,5,20000,random_node
x1_b2,0.0,-1288087119.546875,68719476736.0,ecoli,5,20000,random_node
x1_b3,0.0,-1863128023.640625,68719476736.0,ecoli,5,20000,random_node
x1_b4,0.0,-1118484252.078125,68719476736.0,ecoli,5,20000,random_node
x1_b5,0.0,-384157255.796875,68719476736.0,ecoli,5,20000,random_node
x1_b6,0.0,-1237946947.546875,68719476736.0,ecoli,5,20000,random_node
x2_b0,0.0,-1123552704.265625,68719476736.0,ecoli,5,20000,random_node
x4_b0,0.0,-2849882536.609375,68719476736.0,ecoli,5,20000,random_node
x4_b1,0.0,-2851718310.140625,68719476736.0,ecoli,5,20000,random_node
x4_b2,0.0,-2884639485.484375,68719476736.0,ecoli,5,20000,random_node
x4_b3,0.0,-3154550654.8125,68719476736.0,ecoli,5,20000,random_node
x4_b4,0.0,-1222405801.3125,68719476736.0,ecoli,5,20000,random_node
x4_b5,0.0,-1737890112.8125,68719476736.0,ecoli,5,20000,random_node
x4_b6,0.0,-1988775892.828125,68719476736.0,ecoli,5,20000,random_node
x5_b0,0.0,-1832853057.96875,68719476736.0,ecoli,5,20000,random_node
x5_b1,0.0,-2490463512.78125,68719476736.0,ecoli,5,20000,random_node
x5_b2,0.0,-4062853233.875,68719476736.0,ecoli,5,20000,random_node
x5_b3,0.0,-2528659144.578125,68719476736.0,ecoli,5,20000,random_node
x5_b4,0.0,-1212806195.796875,68719476736.0,ecoli,5,20000,random_node
x5_b5,0.0,-1484729442.671875,68719476736.0,ecoli,5,20000,random_node
x5_b6,0.0,-2731091955.71875,68719476736.0,ecoli,5,20000,random_node
x6_b0,0.0,-1606187907.875,68719476736.0,ecoli,5,20000,random_node
x6_b1,0.0,-1143461222.84375,68719476736.0,ecoli,5,20000,random_node
x6_b2,0.0,-2190877035.21875,68719476736.0,ecoli,5,20000,random_node
x6_b3,0.0,-933433537.953125,68719476736.0,ecoli,5,20000,random_node
x6_b4,0.0,-1651641563.6875,68719476736.0,ecoli,5,20000,random_node
x6_b5,0.0,-1727017564.3125,68719476736.0,ecoli,5,20000,random_node
x6_b6,0.0,-1084443209.90625,68719476736.0,ecoli,5,20000,random_node
x0_b0,0.0,-1024180523.890625,68719476736.0,ecoli,5,20000,shapley
x0_b1,0.0,-2711341824.46875,68719476736.0,ecoli,5,20000,shapley
x0_b2,0.0,-1167434582.921875,68719476736.0,ecoli,5,20000,shapley
x0_b3,0.0,-3601905914.546875,68719476736.0,ecoli,5,20000,shapley
x0_b4,0.0,-1531336495.484375,68719476736.0,ecoli,5,20000,shapley
x0_b5,0.0,-1955210989.40625,68719476736.0,ecoli,5,20000,shapley
x0_b6,0.0,-2191396290.78125,68719476736.0,ecoli,5,20000,shapley
x1_b0,0.0,-1895754073.125,68719476736.0,ecoli,5,20000,shapley
x1_b1,0.0,-2255178358.3125,68719476736.0,ecoli,5,20000,shapley
x1_b2,0.0,-1288087119.546875,68719476736.0,ecoli,5,20000,shapley
x1_b3,0.0,-1863128023.640625,68719476736.0,ecoli,5,20000,shapley
x1_b4,0.0,-1118484252.078125,68719476736.0,ecoli,5,20000,shapley
x1_b5,0.0,-384157255.796875,68719476736.0,ecoli,5,20000,shapley
x1_b6,0.0,-1237946947.546875,68719476736.0,ecoli,5,20000,shapley
x2_b0,0.0,-1123552704.265625,68719476736.0,ecoli,5,20000,shapley
x4_b0,0.0,-2849882536.609375,68719476736.0,ecoli,5,20000,shapley
x4_b1,0.0,-2851718310.140625,68719476736.0,ecoli,5,20000,shapley
x4_b2,0.0,-2884639485.484375,68719476736.0,ecoli,5,20000,shapley
x4_b3,0.0,-3154550654.8125,68719476736.0,ecoli,5,20000,shapley
x4_b4,0.0,-1222405801.3125,68719476736.0,ecoli,5,20000,shapley
x4_b5,0.0,-1737890112.8125,68719476736.0,ecoli,5,20000,shapley
x4_b6,0.0,-1988775892.828125,68719476736.0,ecoli,5,20000,shapley
x5_b0,0.0,-1832853057.96875,68719476736.0,ecoli,5,20000,shapley
x5_b1,0.0,-2490463512.78125,68719476736.0,ecoli,5,20000,shapley
x5_b2,0.0,-4062853233.875,68719476736.0,ecoli,5,20000,shapley
x5_b3,0.0,-2528659144.578125,68719476736.0,ecoli,5,20000,shapley
x5_b4,0.0,-1212806195.796875,68719476736.0,ecoli,5,20000,shapley
x5_b5,0.0,-1484729442.671875,68719476736.0,ecoli,5,20000,shapley
x5_b6,0.0,-2731091955.71875,68719476736.0,ecoli,5,20000,shapley
x6_b0,0.0,-1606187907.875,68719476736.0,ecoli,5,20000,shapley
x6_b1,0.0,-1143461222.84375,68719476736.0,ecoli,5,20000,shapley
x6_b2,0.0,-2190877035.21875,68719476736.0,ecoli,5,20000,shapley
x6_b3,0.0,-933433537.953125,68719476736.0,ecoli,5,20000,shapley
x6_b4,0.0,-1651641563.6875,68719476736.0,ecoli,5,20000,shapley
x6_b5,0.0,-1727017564.3125,68719476736.0,ecoli,5,20000,shapley
x6_b6,0.0,-1084443209.90625,68719476736.0,ecoli,5,20000,shapley
x0_b0,0.0,-16847908.390625,536870912.0,glass2,10,20000,info_gain
x0_b1,0.0,-17183473.65625,536870912.0,glass2,10,20000,info_gain
x0_b2,0.0,-13276970.59375,536870912.0,glass2,10,20000,info_gain
x0_b3,0.0,-16450583.9375,536870912.0,glass2,10,20000,info_gain
x1_b0,0.0,-16793412.390625,536870912.0,glass2,10,20000,info_gain
x1_b1,0.0,-9669809.953125,536870912.0,glass2,10,20000,info_gain
x1_b2,0.0,-9315242.765625,536870912.0,glass2,10,20000,info_gain
x2_b0,0.0,-38436022.984375,536870912.0,glass2,10,20000,info_gain
x2_b1,0.0,-30613672.625,536870912.0,glass2,10,20000,info_gain
x2_b2,0.0,-8691520.109375,536870912.0,glass2,10,20000,info_gain
x2_b3,0.0,-22391605.546875,536870912.0,glass2,10,20000,info_gain
x3_b0,0.0,-29803464.265625,536870912.0,glass2,10,20000,info_gain
x3_b1,0.0,-17743526.25,536870912.0,glass2,10,20000,info_gain
x3_b2,0.0,-17422325.609375,536870912.0,glass2,10,20000,info_gain
x3_b3,0.0,-21408210.875,536870912.0,glass2,10,20000,info_gain
x4_b0,0.0,-21453629.90625,536870912.0,glass2,10,20000,info_gain
x4_b1,0.0,-11837578.40625,536870912.0,glass2,10,20000,info_gain
x4_b2,0.0,-13633047.0625,536870912.0,glass2,10,20000,info_gain
x5_b0,0.0,-25792509.640625,536870912.0,glass2,10,20000,info_gain
x5_b1,0.0,-21317723.234375,536870912.0,glass2,10,20000,info_gain
x5_b2,0.0,-15694796.578125,536870912.0,glass2,10,20000,info_gain
x5_b3,0.0,-33802913.25,536870912.0,glass2,10,20000,info_gain
x6_b0,0.0,-8736219.484375,536870912.0,glass2,10,20000,info_gain
x6_b1,0.0,-19603535.25,536870912.0,glass2,10,20000,info_gain
x6_b2,0.0,-20867042.015625,536870912.0,glass2,10,20000,info_gain
x6_b3,0.0,-11618595.84375,536870912.0,glass2,10,20000,info_gain
x8_b0,0.0,-11761779.65625,536870912.0,glass2,10,20000,info_gain
x8_b1,0.0,-19863397.9375,536870912.0,glass2,10,20000,info_gain
x8_b2,0.0,-14840392.78125,536870912.0,glass2,10,20000,info_gain
x0_b0,0.0,-16847908.390625,536870912.0,glass2,10,20000,modal
x0_b1,0.0,-17183473.65625,536870912.0,glass2,10,20000,modal
x0_b2,0.0,-13276970.59375,536870912.0,glass2,10,20000,modal
x0_b3,0.0,-16450583.9375,536870912.0,glass2,10,20000,modal
x1_b0,0.0,-16793412.390625,536870912.0,glass2,10,20000,modal
x1_b1,0.0,-9669809.953125,536870912.0,glass2,10,20000,modal
x1_b2,0.0,-9315242.765625,536870912.0,glass2,10,20000,modal
x2_b0,0.0,-38436022.984375,536870912.0,glass2,10,20000,modal
x2_b1,0.0,-30613672.625,536870912.0,glass2,10,20000,modal
x2_b2,0.0,-8691520.109375,536870912.0,glass2,10,20000,modal
x2_b3,0.0,-22391605.546875,536870912.0,glass2,10,20000,modal
x3_b0,0.0,-29803464.265625,536870912.0,glass2,10,20000,modal
x3_b1,0.0,-17743526.25,536870912.0,glass2,10,20000,modal
x3_b2,0.0,-17422325.609375,536870912.0,glass2,10,20000,modal
x3_b3,0.0,-21408210.875,536870912.0,glass2,10,20000,modal
x4_b0,0.0,-21453629.90625,536870912.0,glass2,10,20000,modal
x4_b1,0.0,-11837578.40625,536870912.0,glass2,10,20000,modal
x4_b2,0.0,-13633047.0625,536870912.0,glass2,10,20000,modal
x5_b0,0.0,-25792509.640625,536870912.0,glass2,10,20000,modal
x5_b1,0.0,-21317723.234375,536870912.0,glass2,10,20000,modal
x5_b2,0.0,-15694796.578125,536870912.0,glass2,10,20000,modal
x5_b3,0.0,-33802913.25,536870912.0,glass2,10,20000,modal
x6_b0,0.0,-8736219.484375,536870912.0,glass2,10,20000,modal
x6_b1,0.0,-19603535.25,536870912.0,glass2,10,20000,modal
x6_b2,0.0,-20867042.015625,536870912.0,glass2,10,20000,modal
x6_b3,0.0,-11618595.84375,536870912.0,glass2,10,20000,modal
x8_b0,0.0,-11761779.65625,536870912.0,glass2,10,20000,modal
x8_b1,0.0,-19863397.9375,536870912.0,glass2,10,20000,modal
x8_b2,0.0,-14840392.78125,536870912.0,glass2,10,20000,modal
x0_b0,0.0,-16847908.390625,536870912.0,glass2,10,20000,p_value
